month,day,year,Albany,Goshen,Harrisburg,Jasper,Jefferson,Mehama,Monroe,Salem,Vida,Waterloo,BLU5A,CGR5A,DET5A,DOR5A,FAL5A,FOS5A,FRN5M,GPR5A,GPR5H,HCR5A,HCR5H,LOP5A,LOP5E
6,1,1965,30.5538272,1.7273248,11.468304,5.0403904,-39.926688,13.2805792,0.6229696,-0.283168,74.0767488,63.0898304,202,794,1200,190,182,972,24,566,566,932,918,2414,0
6,2,1965,28.175216,2.3219776,6.5411808,4.24752,-66.54448,10.1374144,0.6229696,-2.548512,74.1333824,64.5056704,186,707,1852,175,170,922,95,540,540,923,855,2325,0
6,3,1965,24.210864,1.132672,8.1835552,4.24752,-37.944512,10.1090976,0.5380192,2.83168,72.8591264,44.0043072,178,740,1813,170,160,896,-46,526,526,950,855,2364,0
6,4,1965,23.7294784,1.3308896,9.3162272,3.964352,-11.32672,13.167312,0.3964352,0.283168,74.3032832,16.706912,166,712,1715,148,150,860,23,509,509,973,918,2459,0
6,5,1965,22.2003712,1.274256,11.751472,3.3413824,0.283168,10.1090976,0.283168,5.66336,72.1512064,12.7142432,156,667,1667,118,142,811,-14,484,484,968,968,2502,0
6,6,1965,21.2376,1.132672,7.928704,2.83168,1.6423744,7.3057344,0.283168,0.849504,72.9723936,5.3518752,147,718,1817,108,140,773,21,460,460,978,992,2544,0
6,7,1965,19.255424,0.991088,7.503952,2.83168,-1.7273248,8.4384064,0.283168,2.83168,72.5759584,5.7483104,141,607,1656,199,130,748,-14,450,450,926,953,2426,0
6,8,1965,20.104928,0.424752,5.521776,7.503952,-3.4263328,5.3235584,0.2265344,2.83168,73.8218976,6.654448,139,625,1666,113,125,716,-14,430,430,919,946,2406,0
6,9,1965,20.1615616,0.70792,17.131664,4.672272,-5.097024,7.0508832,0.1982176,-1.41584,68.6399232,6.937616,130,557,1684,108,125,695,20,420,420,869,883,2268,0
6,10,1965,14.8380032,0.70792,9.486128,3.6245504,-3.114848,-20.388096,0.2265344,9.061376,67.4223008,7.8720704,121,548,2565,199,122,662,-16,400,400,826,799,2117,0
6,11,1965,14.5548352,0.566336,5.097024,2.8883136,-5.380192,2.4635616,0.283168,8.211872,68.2151712,8.0986048,121,560,1365,113,118,644,54,390,390,812,785,2076,0
6,12,1965,19.0288896,0.849504,11.043552,3.4546496,-14.441568,6.8809824,0.424752,-5.380192,67.110816,10.8170176,112,498,1557,93,118,628,19,380,380,772,799,2024,0
6,13,1965,18.3209696,0.849504,15.291072,3.9360352,-13.875232,5.66336,0.424752,4.813856,63.7128,17.3015648,118,472,1410,113,111,609,54,370,370,752,738,1936,0
6,14,1965,17.7546336,1.3308896,8.353456,4.3041536,-16.423744,5.1536576,0.424752,3.964352,65.12864,17.3581984,127,573,1458,199,158,657,90,390,390,785,799,2042,0
6,15,1965,18.6041376,1.9255424,12.0912736,5.1536576,-7.645536,7.1075168,0.4530688,-1.982176,62.7500288,14.1584,118,506,1369,154,158,670,21,410,410,682,750,1836,0
6,16,1965,19.9350272,1.41584,10.901968,3.398016,-6.796032,3.964352,0.3681184,5.097024,63.429632,13.45048,110,510,1209,118,130,595,21,360,360,655,655,1701,0
6,17,1965,18.8873056,1.3025728,12.03464,3.114848,-0.849504,7.0225664,0.283168,4.530688,61.447456,4.95544,110,480,1262,113,120,575,21,350,350,647,620,1650,0
6,18,1965,16.99008,1.0477216,10.901968,3.114848,-3.114848,5.804944,0.2548512,6.796032,62.438544,6.8526656,103,512,1348,43,120,558,-13,340,340,611,625,1596,0
6,19,1965,15.857408,1.132672,8.353456,2.690096,-6.512864,5.5500928,0.1699008,4.24752,62.721712,8.1835552,93,462,1064,100,115,531,-12,320,320,606,620,1583,0
6,20,1965,15.9140416,0.991088,6.512864,2.6617792,-13.025728,5.3235584,0.1699008,3.964352,61.872208,11.3550368,93,411,1272,90,106,499,-12,300,300,590,590,1529,0
6,21,1965,14.7813696,0.70792,9.627712,2.5768288,-9.344544,5.238608,0.1132672,8.211872,63.2030976,11.6382048,88,450,1065,100,99,479,-12,290,290,587,560,1495,0
6,22,1965,10.0241472,1.1893056,6.2013792,2.12376,-14.441568,3.3130656,0.0283168,8.778208,63.0331968,11.468304,88,406,1173,84,95,455,-12,274,274,569,555,1458,0
6,23,1965,12.9407776,1.1043552,8.1269216,2.5201952,-14.724736,3.0582144,-0.0566336,7.645536,61.7872576,10.7320672,83,345,1111,89,91,441,-7,269,269,570,570,1474,0
6,24,1965,10.760384,0.5380192,3.0298976,2.2936608,-13.875232,6.4279136,-0.0566336,7.645536,61.0793376,10.2223648,83,410,1143,74,89,429,-47,262,262,545,545,1412,0
6,25,1965,11.893056,0.5380192,3.8794016,2.5768288,-15.291072,3.822768,-0.0566336,11.32672,62.5518112,12.7142432,81,350,1106,79,89,421,-47,257,257,550,550,1423,0
6,26,1965,12.176224,0.6512864,6.5978144,2.5768288,-19.255424,4.389104,-0.0566336,6.796032,59.5785472,14.5548352,76,380,1045,84,89,416,-12,256,256,530,530,1373,0
6,27,1965,11.32672,0.7928704,6.0314784,2.5768288,-18.122752,3.0865312,-0.0566336,9.344544,59.0122112,13.9318656,76,360,981,74,89,408,-12,251,251,503,476,1279,0
6,28,1965,8.49504,0.4530688,5.6067264,2.2370272,-21.5774016,3.256432,-0.0566336,10.477216,58.5874592,16.2538432,76,345,955,55,81,388,-78,239,239,472,281,1044,0
6,29,1965,7.928704,0.141584,7.0508832,2.0104928,-23.8993792,2.690096,-0.0566336,12.176224,57.9644896,17.131664,76,348,1035,86,79,379,-12,234,234,486,101,885,0
6,30,1965,8.49504,0.141584,-1.4441568,2.0671264,-20.388096,3.2847488,-0.1132672,10.477216,58.0777568,12.9407776,76,374,852,61,77,373,58,232,232,532,103,948,0
7,1,1965,11.3833536,0.141584,-1.7273248,1.8972256,-19.538592,3.1997984,-0.2548512,7.928704,59.8050816,11.9213728,73,345,1189,66,93,419,-125,264,264,562,214,1091,0
7,2,1965,8.6649408,0.141584,0.8211872,1.8972256,-21.8605696,3.4263328,-0.3114848,10.194048,56.9734016,17.3015648,73,305,988,66,83,373,-14,234,234,517,391,1193,0
7,3,1965,8.7215744,0.0283168,-2.0954432,2.406928,-31.431648,2.9166304,-0.3398016,9.061376,58.8139936,21.7473024,73,320,987,47,75,352,-56,222,222,504,490,1278,0
7,4,1965,8.778208,-0.283168,-1.5291072,1.8689088,-27.750464,2.8033632,-0.3398016,9.91088,58.4458752,20.1332448,71,355,1021,63,74,339,-56,214,214,490,490,1262,0
7,5,1965,7.0792,-0.0849504,3.0865312,2.3219776,-25.7966048,2.8033632,-0.3398016,11.043552,58.5025088,17.556416,68,286,971,43,68,331,-51,209,209,476,476,1227,0
7,6,1965,6.512864,0,-5.2102912,1.840592,-25.201952,2.5201952,-0.2265344,11.043552,58.6724096,16.1122592,66,282,941,43,65,321,-60,203,203,444,472,1172,0
7,7,1965,11.043552,-0.1699008,-5.6067264,3.5962336,-23.219776,2.6051456,-0.849504,6.796032,56.775184,17.7263168,63,332,868,38,63,314,-70,198,198,449,463,1171,0
7,8,1965,7.7021696,-0.283168,-4.0776192,2.4635616,-30.6954112,2.265344,-0.141584,9.4578112,56.8318176,15.6875072,63,300,980,38,63,306,-75,194,194,419,433,1095,0
7,9,1965,6.0031616,-0.1699008,-5.3235584,3.0298976,-21.7473024,3.4263328,-0.3398016,8.211872,56.350432,15.8007744,62,268,817,33,63,302,-54,191,191,421,421,1085,0
7,10,1965,6.4562304,-0.0849504,-3.4263328,2.4635616,-28.7132352,3.1431648,-0.3681184,12.8558272,55.3310272,14.4132512,60,255,878,38,63,301,-50,190,190,430,458,1133,0
7,11,1965,7.0792,0.3398016,-3.0582144,1.7839584,-22.1154208,3.822768,-0.3681184,9.061376,55.642512,11.751472,59,305,854,40,67,306,-55,194,194,416,458,1114,0
7,12,1965,4.813856,0.141584,-3.3413824,1.840592,-17.5847328,2.9449472,-0.2548512,14.0451328,55.7557792,11.5532544,59,261,789,37,65,304,-14,192,192,402,458,1092,0
7,13,1965,6.9659328,-0.0566336,-7.0792,2.8883136,-27.2124448,2.8033632,-0.2548512,10.7320672,56.5203328,11.9496896,59,315,850,47,58,290,-55,182,182,402,458,1092,0
7,14,1965,6.9659328,-1.8972256,-1.8122752,2.6051456,-20.0766112,2.9449472,-0.3114848,10.6754336,54.6231072,13.3372128,57,254,818,36,58,279,-50,174,174,388,458,1070,0
7,15,1965,5.8898944,-0.6229696,-5.2952416,2.3219776,-31.8280832,2.8599968,-0.2265344,11.7231552,54.5381568,16.6502784,55,259,777,44,58,272,-51,173,173,388,458,1070,0
7,16,1965,6.9659328,-0.5097024,-4.8421728,2.6334624,-25.343536,2.265344,-0.2265344,9.7126624,53.7169696,12.4310752,54,309,869,28,57,263,-86,167,167,393,463,1083,0
7,17,1965,6.9659328,-1.840592,-4.5590048,2.3786112,-23.8993792,3.0865312,-0.3114848,7.1075168,52.8957824,11.8647392,53,259,749,5,56,264,-55,164,164,361,458,1027,0
7,18,1965,8.7215744,-0.5946528,-4.8421728,1.8122752,-20.1898784,2.5201952,-0.2265344,7.8154368,53.8585536,8.3251392,49,259,789,5,56,253,-86,161,161,361,458,1027,0
7,19,1965,3.5679168,0,-7.6738528,1.9255424,-13.6770144,2.4635616,-0.1982176,11.9780064,54.0567712,7.220784,47,254,754,14,52,244,-16,155,155,330,510,1027,0
7,20,1965,8.6649408,0.3398016,-7.4473184,2.4352448,-22.3136384,2.5768288,-0.2265344,8.4667232,53.0656832,6.937616,48,277,828,19,54,254,45,160,160,381,615,1208,0
7,21,1965,8.0986048,0.6796032,-5.521776,3.0015808,-12.884144,3.2281152,-0.0849504,7.928704,53.1506336,5.6916768,53,308,770,9,74,290,-82,179,179,374,635,1224,0
7,22,1965,9.1180096,0.3398016,-2.3502944,3.0015808,-20.2181952,3.6528672,-0.2265344,5.1819744,53.1223168,5.8332608,50,252,799,29,74,285,-121,180,180,369,615,1198,0
7,23,1965,6.3995968,0.283168,-2.7467296,2.4918784,-12.176224,3.7378176,-0.141584,8.2968224,51.2817248,6.2863296,47,259,742,31,62,261,12,166,166,343,615,1156,0
7,24,1965,3.5679168,0.1132672,-5.1253408,2.0954432,-22.6817568,2.5768288,-0.2265344,15.007904,53.2072672,7.1075168,45,264,676,31,56,240,-51,152,152,385,615,1222,0
7,25,1965,2.4352448,0.1132672,-7.9570208,2.3502944,-18.4908704,3.3696992,-0.3114848,9.4011776,52.6126144,7.2774176,44,246,769,10,57,234,-19,150,150,359,615,1181,0
7,26,1965,4.7572224,-0.1699008,-2.3502944,2.4918784,-14.9512704,2.6334624,-0.1699008,10.760384,52.1595456,7.3340512,44,272,693,2,52,232,-116,148,148,333,615,1140,0
7,27,1965,2.9449472,0.1699008,-6.37128,2.2087104,-25.7399712,5.66336,-0.1699008,8.7215744,54.3965728,7.5322688,43,255,1675,17,52,225,-53,142,142,273,620,1050,0
7,28,1965,3.0015808,-0.70792,-3.3696992,2.2370272,-14.9795872,1.8122752,-0.2548512,9.9958304,51.2817248,8.1835552,43,204,411,7,51,218,-21,138,138,322,615,1123,0
7,29,1965,1.3592064,-0.6512864,-5.4085088,2.4918784,-26.4195744,3.398016,-0.2548512,13.1956288,50.2056864,9.344544,40,266,132,6,52,217,-117,137,137,341,620,1157,0
7,30,1965,2.4918784,-0.5097024,-5.2952416,2.2087104,-15.6875072,4.1625696,-0.2548512,9.9391968,49.2145984,8.1552384,40,261,686,16,52,211,14,134,134,356,635,1195,0
7,31,1965,1.3592064,-0.6796032,-7.6738528,2.2370272,-23.8710624,2.12376,-0.3114848,14.1584,48.5349952,7.7304864,40,204,703,11,51,210,-148,134,134,353,645,1201,0
8,1,1965,3.1431648,-0.3681184,-6.7110816,2.7750464,-22.0021536,3.0298976,-0.283168,7.4756352,48.4500448,7.8154368,39,278,600,11,52,207,-21,131,131,327,645,1127,0
8,2,1965,5.946528,-0.1982176,-0.6512864,2.83168,-15.3760224,2.5201952,-0.1699008,5.804944,48.4500448,7.928704,39,228,727,1,50,211,-53,134,134,367,645,1186,0
8,3,1965,-0.3398016,-0.2265344,-1.8972256,2.7184128,-23.8144288,2.2087104,-0.2548512,12.1195904,49.6393504,7.8437536,39,266,719,1,44,206,-84,130,130,315,645,1109,0
8,4,1965,-1.9538592,-0.3964352,-5.4085088,3.5396,-14.8946368,2.3502944,-0.3114848,9.2595936,50.6587552,7.7588032,39,210,1113,11,45,201,-52,126,126,341,645,1148,0
8,5,1965,-0.2265344,-0.3964352,-0.8778208,2.3502944,-24.7205664,3.0582144,-0.3114848,9.0047424,48.9597472,7.8720704,39,210,780,11,47,197,-52,124,124,302,645,1091,0
8,6,1965,-1.9255424,-0.424752,-4.95544,2.4352448,-22.511856,3.0582144,-0.2265344,9.8542464,48.563312,8.070288,35,258,578,-4,44,192,-54,121,121,326,655,1135,0
8,7,1965,-1.3875232,-0.424752,-9.486128,2.4918784,-20.7845312,3.0582144,-0.2548512,10.1090976,48.3084608,8.211872,34,266,689,12,42,187,-54,118,118,308,650,1105,0
8,8,1965,2.6051456,-0.424752,-4.672272,2.7184128,-19.9350272,2.7467296,-0.3114848,6.4562304,48.0819264,8.1835552,34,224,549,17,44,187,-16,118,118,335,650,1144,0
8,9,1965,1.7273248,-0.283168,-5.238608,2.83168,-21.7756192,2.7467296,-0.1982176,8.3251392,48.1668768,8.5516736,34,251,348,22,40,183,-52,115,115,299,640,1082,0
8,10,1965,2.7750464,-0.283168,-3.822768,3.4263328,-21.662352,3.3413824,-0.3398016,5.4085088,47.4589568,8.0419712,39,251,689,12,39,200,-81,125,125,349,650,1164,0
8,11,1965,2.2936608,-0.283168,-2.690096,3.398016,-14.6397856,3.681184,-0.3114848,7.7021696,48.421728,7.362368,37,250,669,47,40,215,45,136,136,315,655,1119,0
8,12,1965,5.097024,0,-8.4667232,3.681184,-24.635616,3.8794016,-0.1982176,8.3251392,48.4500448,5.4934592,45,269,741,67,60,282,-15,167,167,433,655,1293,0
8,13,1965,8.0986048,-2.406928,-9.1463264,4.3324704,-11.7231552,4.0493024,-0.283168,-0.566336,49.9225184,5.2669248,43,299,673,32,67,291,-49,180,180,334,660,1152,0
8,14,1965,11.2700864,-0.1699008,-3.1714816,6.229696,-19.6235424,3.9077184,-0.2265344,-2.690096,49.4977664,6.8526656,37,242,659,32,50,236,-49,149,149,355,655,1179,0
8,15,1965,8.6649408,-0.0849504,-3.7378176,6.088112,-15.8290912,1.6423744,-0.141584,3.0015808,49.4694496,7.4190016,35,266,609,27,45,211,-50,132,132,304,655,1103,0
8,16,1965,8.3251392,-1.0194048,-2.9449472,5.6916768,-19.3120576,2.4635616,-0.1982176,6.5411808,48.3367776,8.0136544,33,250,640,12,39,198,-81,122,122,335,660,1154,0
8,17,1965,2.4352448,-0.70792,2.9449472,6.3146464,-19.8500768,2.7467296,-0.1982176,7.0792,50.2340032,9.1180096,33,223,590,22,37,189,-17,114,114,331,331,840,0
8,18,1965,-0.6229696,-0.6229696,1.5291072,3.7944512,-21.7756192,0.2265344,-0.1982176,9.7409792,48.4783616,10.4205824,33,266,689,27,36,187,-81,111,111,287,352,774,0
8,19,1965,0.1699008,-0.3964352,0.6796032,4.1908864,-22.228688,0.5097024,-0.141584,13.5637472,49.7526176,11.0152352,44,240,840,22,42,207,-15,125,125,318,655,1102,0
8,20,1965,1.2459392,-0.3114848,2.9449472,2.8883136,-15.3760224,1.0760384,-0.0849504,10.5904832,48.8181632,9.8542464,39,278,691,22,48,220,-50,140,140,315,665,1129,0
8,21,1965,-1.3592064,-0.3964352,-3.6245504,4.105936,-22.2570048,1.0760384,-0.141584,11.7797888,47.8837088,8.4384064,38,272,789,37,45,202,-45,126,126,316,665,1130,0
8,22,1965,2.9449472,-0.3114848,-4.4740544,5.6350432,-18.1510688,1.6423744,-0.0566336,0.2548512,50.1490528,7.3340512,43,267,941,12,41,223,-51,140,140,347,670,1181,0
8,23,1965,2.8883136,-0.3114848,-0.283168,5.4085088,-14.6114688,1.5007904,-0.0566336,1.982176,47.6854912,8.9764256,39,277,742,17,39,223,-51,144,144,304,665,1113,0
8,24,1965,2.3219776,-0.5380192,-2.6051456,5.946528,-26.9859104,1.3592064,-0.1132672,-0.4813856,47.4589568,12.74256,37,227,739,22,40,200,-16,125,125,358,680,1207,0
8,25,1965,4.6439552,-0.0849504,-3.681184,6.4279136,-13.9035488,1.9538592,-0.0849504,-6.7110816,50.7153888,4.7289056,52,378,943,22,83,339,-85,174,174,400,670,1260,0
8,26,1965,8.2685056,-0.2265344,1.0760384,6.8243488,-26.2213568,1.0760384,-0.0849504,-11.4116704,51.3666752,7.1358336,49,277,739,22,99,437,-45,266,266,354,675,1196,0
8,27,1965,6.2863296,-0.2265344,-0.3964352,6.1730624,-38.1144128,1.7839584,-0.141584,-10.194048,51.3383584,37.6047104,40,277,742,32,62,292,-76,179,179,298,670,1109,0
8,28,1965,5.4934592,-0.4530688,5.4934592,5.097024,-54.085088,-0.8211872,-0.2265344,-5.380192,48.5916288,34.8862976,37,277,783,7,50,238,-112,149,149,298,670,1110,0
8,29,1965,2.2087104,-0.2265344,0.1132672,5.3235584,-33.2156064,2.0954432,-0.2548512,-11.043552,47.572224,16.9334464,33,227,626,12,42,215,-72,137,137,299,670,1111,0
8,30,1965,2.2370272,-0.5946528,1.41584,3.681184,-33.696992,2.83168,-0.2265344,2.83168,47.9120256,34.6314464,33,265,635,2,40,197,-86,124,124,325,670,1149,0
8,31,1965,-0.3398016,-1.41584,-1.132672,4.5590048,-48.13856,3.0582144,-0.2265344,1.699008,47.855392,40.1249056,32,248,487,32,39,183,14,115,115,308,665,1119,0
9,1,1965,0.2265344,-2.1520768,-0.2265344,4.6439552,-25.8532384,2.6617792,-0.2265344,-8.49504,45.0803456,16.8201792,30,248,682,-14,36,179,-68,114,114,301,670,1092,0
9,2,1965,-2.0104928,-0.5380192,-6.0597952,5.2102912,-37.378176,-0.9627712,-0.2265344,-8.211872,44.2308416,21.7189856,30,248,575,-24,36,173,-104,109,109,294,675,1087,0
9,3,1965,2.5201952,-0.1982176,1.0194048,4.3607872,-49.271232,2.3786112,-0.141584,-11.32672,47.3456896,46.6944032,30,248,671,16,36,171,-38,108,108,292,660,1071,0
9,4,1965,-2.0954432,-0.1982176,0.6796032,4.389104,-44.174208,0.6796032,-0.0566336,-5.66336,44.9953952,35.9906528,30,251,611,6,35,169,-42,107,107,302,670,1094,0
9,5,1965,-1.0760384,-0.0849504,-1.0760384,5.0120736,-24.4373984,0.9627712,-0.0849504,-10.194048,44.9953952,15.6875072,30,251,681,16,33,169,-8,108,108,326,655,1114,0
9,6,1965,-0.4530688,-0.1982176,1.6423744,5.6067264,-40.776192,1.2459392,-0.1699008,-8.49504,44.9953952,30.3839264,30,201,681,-19,32,167,-67,107,107,225,655,972,0
9,7,1965,-4.0776192,3.8794016,-11.3833536,5.0687072,-42.4752,-1.0194048,-0.2265344,-7.645536,39.8417376,34.5748128,29,209,571,17,31,159,-37,101,101,287,665,1067,0
9,8,1965,1.9255424,0.6229696,-1.7273248,5.66336,-29.2512544,-1.8122752,-0.141584,-19.538592,43.6361888,12.2045408,29,253,625,19,30,152,-38,95,95,287,665,1068,0
9,9,1965,1.8689088,1.4724736,2.7467296,3.964352,-43.324704,-3.1997984,-0.141584,-17.556416,43.9193568,30.7803616,29,253,591,27,30,153,-13,97,97,288,665,1069,0
9,10,1965,-0.1132672,0.4530688,1.9538592,4.530688,-59.748448,6.3429632,-0.1982176,-1.699008,43.6361888,61.0510208,29,213,491,16,30,154,-38,98,98,298,675,1093,0
9,11,1965,-0.6229696,0.141584,1.41584,5.3518752,-84.9504,3.256432,-0.0849504,-2.548512,43.6361888,70.1123968,29,213,670,21,31,154,-8,98,98,244,670,1013,0
9,12,1965,0.9627712,0.0849504,0,5.3518752,-71.641504,-0.1699008,-0.0283168,-9.344544,43.3530208,66.3462624,29,263,631,27,31,157,-68,101,101,277,665,1055,0
9,13,1965,0.3398016,0.0849504,3.398016,5.097024,-52.669248,-2.3786112,-0.0283168,-13.308896,42.2486656,36.4437216,28,172,635,21,30,153,-38,97,97,278,665,1055,0
9,14,1965,-2.4918784,0.1699008,0.283168,4.813856,-49.837568,-4.0493024,-0.0283168,-6.512864,42.2486656,35.9906528,28,273,662,28,30,149,-8,93,93,279,665,1056,0
9,15,1965,0.0566336,0.1982176,0.283168,4.7572224,-38.22768,3.8510848,-0.0283168,-14.1584,42.5035168,35.6225344,29,223,615,23,32,162,-68,102,102,267,665,1040,0
9,16,1965,1.1893056,0.0566336,-0.141584,5.4085088,-79.853376,-9.8825632,-0.0283168,-14.1584,42.7866848,55.0478592,29,233,952,-3,39,166,-129,105,105,275,660,1046,0
9,17,1965,2.8883136,0.7362368,2.690096,4.95544,-58.332608,4.9837568,-0.0283168,2.548512,43.0981696,64.3924032,28,233,525,23,35,156,-99,97,97,283,655,1053,0
9,18,1965,0.9061376,0.424752,1.840592,4.7572224,-79.003872,-0.1132672,0,-1.41584,42.8716352,71.9813056,26,233,454,14,32,148,21,93,93,269,665,1042,0
9,19,1965,1.1893056,0.3114848,-0.3114848,5.0687072,-81.269216,-0.3964352,0,-8.778208,42.3052992,72.0096224,26,182,644,25,31,147,-39,93,93,247,680,1027,0
9,20,1965,1.4724736,-0.0566336,15.0362208,5.4368256,-84.100896,-3.7378176,0,-11.893056,44.0609408,72.066256,26,246,528,25,28,145,-9,93,93,273,680,1063,0
9,21,1965,-6.1730624,0.6229696,0.0283168,4.3041536,-85.516736,-5.946528,0,-7.0792,37.1799584,72.20784,25,196,682,32,28,140,-39,88,88,228,806,1117,0
9,22,1965,-5.0403904,0.5946528,-24.5506656,6.0031616,-72.491008,2.1803936,-0.0566336,4.24752,45.448464,71.8680384,25,135,561,31,28,142,-130,90,90,291,1040,1434,0
9,23,1965,11.1568192,-0.141584,-14.1867168,3.9926688,-78.154368,-0.9344544,-0.0566336,-26.617792,45.1936128,71.5848704,24,60,591,21,29,142,-69,90,90,302,1060,1483,0
9,24,1965,5.4934592,-0.1982176,-7.3057344,4.5873216,-80.136544,-1.5007904,0,-13.875232,46.3546016,71.49992,23,29,570,31,28,135,48,84,84,327,1070,1528,0
9,25,1965,6.3995968,-0.0283168,-3.7095008,5.4651424,-78.154368,-0.3681184,-0.0566336,-15.857408,45.8165824,71.5282368,22,79,540,28,27,134,-13,84,84,274,1100,1483,0
9,26,1965,5.8898944,-0.1132672,-2.7750464,5.4651424,-79.570208,-1.7839584,-0.0566336,-10.760384,46.0997504,71.5282368,22,19,127,23,27,134,-43,84,84,281,1080,1476,0
9,27,1965,6.7393984,0.0283168,46.4112352,5.7483104,-73.906848,1.3025728,-8.2968224,-9.061376,53.0373664,71.6981376,23,213,1038,23,27,138,-24,86,86,298,1070,1490,0
9,28,1965,-6.937616,0.0283168,11.5815712,5.1253408,-82.685056,-2.0671264,5.097024,-1.132672,40.776192,71.6698208,23,214,560,28,29,139,-112,86,86,299,1080,1500,0
9,29,1965,-8.211872,-0.0566336,-23.7294784,-1.982176,-79.570208,-1.4724736,5.097024,-2.265344,38.5957984,71.9813056,23,238,730,28,30,138,-77,86,86,173,1070,1313,0
9,30,1965,17.556416,-0.0566336,-31.3750144,2.3219776,-78.154368,-1.5007904,6.229696,-33.696992,38.7373824,72.0096224,22,73,177,18,28,137,-97,86,86,352,1080,1574,0
10,1,1965,13.308896,-0.0566336,-15.5176064,4.8704896,-80.136544,-0.849504,5.946528,-25.201952,42.9849024,72.3777408,22,97,1212,33,28,134,-33,84,84,310,1060,1117,0
10,2,1965,9.91088,0.0566336,-8.4667232,1.7556416,-78.720704,0.5380192,4.530688,-15.291072,42.4185664,72.4060576,22,37,578,20,28,133,-58,83,83,304,1060,1455,0
10,3,1965,9.344544,0.1132672,1.699008,2.9166304,-78.437536,-0.8778208,4.24752,-18.972256,42.7017344,72.5193248,22,67,518,25,27,129,-43,80,80,314,1070,1557,0
10,4,1965,5.097024,0.2265344,0.1699008,3.8794016,-78.720704,-0.5946528,6.8243488,-15.857408,43.4379712,73.1139776,26,148,467,35,13,138,147,84,84,354,1060,1611,0
10,5,1965,8.4384064,0.5097024,6.6827648,3.8794016,-77.021696,2.2370272,2.3502944,-11.043552,46.7793536,64.7322048,58,128,1153,55,3,464,12,323,323,413,1220,1852,0
10,6,1965,4.5873216,0.4530688,4.1908864,3.3413824,-65.411808,1.3875232,1.0477216,-11.609888,44.5423264,64.42072,37,107,750,50,2,345,33,240,240,351,1410,1944,0
10,7,1965,9.9675136,0.3681184,2.2936608,3.6245504,-48.13856,-0.0283168,1.2459392,-6.512864,41.9371808,49.271232,29,86,598,40,2,220,11,146,146,371,1430,2005,0
10,8,1965,10.5338496,0.2548512,4.95544,2.7750464,-50.120736,1.0760384,0.991088,-11.32672,42.0221312,50.26232,26,70,550,30,42,185,1,121,121,371,1430,2007,0
10,9,1965,9.6560288,0.1699008,5.0687072,3.8794016,-57.483104,-0.8778208,0.991088,-11.32672,42.0787648,50.1773696,24,80,659,30,33,168,26,109,109,331,1440,1953,0
10,10,1965,9.0896928,0.3398016,5.5500928,3.822768,-50.120736,-0.5946528,1.1609888,-12.459392,41.5407456,46.0997504,23,75,618,27,5,162,-30,105,105,381,1440,2032,0
10,11,1965,8.2401888,0.2265344,2.83168,3.0865312,-53.235584,-1.132672,0.9061376,-9.91088,41.2575776,48.5066784,23,75,587,27,51,157,56,101,101,381,1440,2032,0
10,12,1965,10.760384,-0.0566336,-6.512864,-0.3681184,-54.085088,-0.283168,0.9061376,-11.609888,41.8239136,49.7809344,23,65,698,22,93,152,10,97,97,290,1450,1901,0
10,13,1965,22.087104,0.2265344,18.2077024,2.1520768,-54.085088,-0.566336,0.6796032,-20.954432,40.9744096,49.6393504,23,18,647,34,74,157,36,101,101,341,1450,1979,0
10,14,1965,-1.4724736,0.566336,12.4877088,4.6156384,-53.518752,-0.566336,0.9627712,-7.645536,44.0609408,47.3740064,44,53,960,60,47,237,130,143,143,391,1450,2058,0
10,15,1965,12.317808,1.6423744,11.4116704,5.0687072,-50.687072,5.380192,0.9627712,-21.803936,47.289056,26.7310592,100,108,1282,171,201,986,56,718,718,552,1460,2318,0
10,16,1965,16.6502784,2.7750464,20.812848,5.1536576,-21.803936,5.097024,1.132672,-24.635616,45.9581664,33.8102592,57,63,869,169,128,686,75,478,478,462,1470,2187,0
10,17,1965,7.0225664,1.840592,46.0997504,4.9837568,-34.829664,3.681184,1.3592064,-2.83168,54.9629088,39.8134208,49,25,960,98,74,474,85,320,320,361,1470,2031,0
10,18,1965,-5.097024,-1.132672,27.5239296,3.964352,-39.926688,3.681184,1.132672,7.0792,43.0981696,41.2575776,48,304,728,89,70,453,30,306,306,482,1490,2237,0
10,19,1965,8.7215744,0.6229696,-0.5946528,3.9077184,-41.908864,1.982176,1.3025728,1.699008,41.6540128,43.6645056,39,252,758,142,62,368,34,246,246,522,1480,2292,0
10,20,1965,20.0482944,1.0477216,1.7556416,4.0493024,-46.439552,1.7273248,1.2459392,-9.627712,40.0965888,45.7033152,34,182,736,102,57,316,18,210,210,371,1480,2056,0
10,21,1965,18.8589888,1.2176224,6.37128,3.9360352,-66.827648,1.132672,0.991088,-9.91088,39.0205504,66.827648,32,384,677,46,51,280,23,186,186,391,1500,2106,0
10,22,1965,14.299984,1.0760384,5.4651424,3.822768,-99.675136,0.3114848,0.991088,-10.194048,38.794016,96.7301888,30,244,756,38,45,254,18,170,170,441,1500,2185,0
10,23,1965,14.86632,1.1043552,-0.9627712,3.3696992,-96.843456,1.132672,0.8778208,-8.778208,44.4290592,95.5975168,28,137,687,20,41,234,13,156,156,290,1500,1950,0
